,Item_ID,Store_ID,Item_Store_ID,Item_Weight,Item_Sugar_Content,Item_Visibility,Item_Type,Item_Price,Store_Start_Year,Store_Size,Store_Location_Type,Store_Type,Item_Store_Returns
2031,FDN01,BABATUNJI046,FDN01_BABATUNJI046,8.895,Low Sugar,0.0,Breakfast,446.09,2004,Small,Cluster 1,Supermarket Type1,3087.65
2032,FDN01,BABATUNJI049,FDN01_BABATUNJI049,8.895,Low Sugar,0.072511335,Breakfast,443.59,2006,Medium,Cluster 1,Supermarket Type1,8821.85
2033,FDN02,BABATUNJI017,FDN02_BABATUNJI017,16.5,Low Sugar,0.074245348,Canned,520.66,2014,Medium,Cluster 2,Supermarket Type1,11906.17
2034,FDN02,BABATUNJI027,FDN02_BABATUNJI027,12.909,Low Sugar,0.07347023400000001,Canned,513.41,1992,Medium,Cluster 3,Supermarket Type3,13459.15
2035,FDN02,BABATUNJI035,FDN02_BABATUNJI035,16.5,Low Sugar,0.07381378799999999,Canned,518.16,2011,Small,Cluster 2,Supermarket Type1,13459.15
2036,FDN02,BABATUNJI045,FDN02_BABATUNJI045,16.5,Low Sugar,0.073977473,Canned,517.16,2009,Medium,Cluster 2,Supermarket Type1,5176.6
2037,FDN03,BABATUNJI019,FDN03_BABATUNJI019,12.909,Normal Sugar,0.026420581000000002,Meat,627.35,1992,Small,Cluster 1,Grocery Store,2503.41
2038,FDN03,BABATUNJI027,FDN03_BABATUNJI027,12.909,Normal Sugar,0.015016891000000001,Meat,621.6,1992,Medium,Cluster 3,Supermarket Type3,16898.0
2039,FDN03,BABATUNJI035,FDN03_BABATUNJI035,9.8,Normal Sugar,0.015087112,Meat,625.35,2011,Small,Cluster 2,Supermarket Type1,10013.63
2040,FDN04,BABATUNJI017,FDN04_BABATUNJI017,11.8,Normal Sugar,0.014166739,Frozen Foods,445.59,2014,Medium,Cluster 2,Supermarket Type1,7137.38
2041,FDN04,BABATUNJI018,FDN04_BABATUNJI018,11.8,Normal Sugar,0.014144442,Frozen Foods,451.09,2016,Medium,Cluster 3,Supermarket Type2,1338.26
2042,FDN04,BABATUNJI027,FDN04_BABATUNJI027,12.909,Normal Sugar,0.01401884,Frozen Foods,445.34,1992,Medium,Cluster 3,Supermarket Type3,9367.81
2043,FDN04,BABATUNJI035,FDN04_BABATUNJI035,11.8,Normal Sugar,0.0,Frozen Foods,448.09,2011,Small,Cluster 2,Supermarket Type1,5353.03
2044,FDN04,BABATUNJI045,FDN04_BABATUNJI045,11.8,Normal Sugar,0.014115626000000001,Frozen Foods,446.34,2009,Medium,Cluster 2,Supermarket Type1,8475.63
2045,FDN04,BABATUNJI046,FDN04_BABATUNJI046,11.8,Normal Sugar,0.014087057,Frozen Foods,450.84,2004,Small,Cluster 1,Supermarket Type1,3568.69
2046,FDN08,BABATUNJI010,FDN08_BABATUNJI010,7.72,Normal Sugar,0.147904328,Fruits and Vegetables,291.62,2005,Medium,Cluster 3,Grocery Store,294.62
2047,FDN08,BABATUNJI017,FDN08_BABATUNJI017,7.72,Normal Sugar,0.088864488,Fruits and Vegetables,298.37,2014,Medium,Cluster 2,Supermarket Type1,7660.03
2048,FDN08,BABATUNJI018,FDN08_BABATUNJI018,7.72,Normal Sugar,0.0,Fruits and Vegetables,294.37,2016,Medium,Cluster 3,Supermarket Type2,3240.78
2049,FDN09,BABATUNJI027,FDN09_BABATUNJI027,12.909,Low Sugar,0.034705807000000005,Snack Foods,604.21,1992,Medium,Cluster 3,Supermarket Type3,12184.14
2050,FDN09,BABATUNJI035,FDN09_BABATUNJI035,14.15,Low Sugar,0.034868095,Snack Foods,609.46,2011,Small,Cluster 2,Supermarket Type1,16448.59
2051,FDN09,BABATUNJI045,FDN09_BABATUNJI045,14.15,Ultra Low Sugar,0.0,Snack Foods,610.46,2009,Medium,Cluster 2,Supermarket Type1,1827.62
2052,FDN10,BABATUNJI017,FDN10_BABATUNJI017,11.5,Low Sugar,0.0463847,Snack Foods,297.28,2014,Medium,Cluster 2,Supermarket Type1,3851.65
2053,FDN10,BABATUNJI018,FDN10_BABATUNJI018,11.5,Low Sugar,0.0,Snack Foods,298.78,2016,Medium,Cluster 3,Supermarket Type2,2073.97
2054,FDN12,BABATUNJI010,FDN12_BABATUNJI010,15.6,Low Sugar,0.13575135,Baking Goods,278.89,2005,Medium,Cluster 3,Grocery Store,559.27
2055,FDN12,BABATUNJI013,FDN12_BABATUNJI013,15.6,Low Sugar,0.08103643599999999,Baking Goods,280.89,1994,High,Cluster 3,Supermarket Type1,6431.63
2056,FDN12,BABATUNJI017,FDN12_BABATUNJI017,15.6,Low Sugar,0.081562686,Baking Goods,281.89,2014,Medium,Cluster 2,Supermarket Type1,2796.36
2057,FDN12,BABATUNJI018,FDN12_BABATUNJI018,15.6,Low Sugar,0.0,Baking Goods,279.64,2016,Medium,Cluster 3,Supermarket Type2,3635.27
2058,FDN12,BABATUNJI046,FDN12_BABATUNJI046,15.6,Low Sugar,0.081103929,Baking Goods,280.89,2004,Small,Cluster 1,Supermarket Type1,2516.72
2059,FDN13,BABATUNJI013,FDN13_BABATUNJI013,18.6,Ultra Low Sugar,0.15193174199999998,Breakfast,252.84,1994,High,Cluster 3,Supermarket Type1,2764.73
2060,FDN13,BABATUNJI046,FDN13_BABATUNJI046,18.6,Low Sugar,0.152058281,Breakfast,249.84,2004,Small,Cluster 1,Supermarket Type1,502.68
2061,FDN13,BABATUNJI049,FDN13_BABATUNJI049,18.6,Low Sugar,0.152294691,Breakfast,247.34,2006,Medium,Cluster 1,Supermarket Type1,3770.09
2062,FDN15,BABATUNJI010,FDN15_BABATUNJI010,17.5,Low Sugar,0.028009382000000003,Meat,354.3,2005,Medium,Cluster 3,Grocery Store,1048.64
2063,FDN15,BABATUNJI013,FDN15_BABATUNJI013,17.5,Low Sugar,0.016720132,Meat,349.8,1994,High,Cluster 3,Supermarket Type1,1048.64
2064,FDN15,BABATUNJI018,FDN15_BABATUNJI018,17.5,Low Sugar,0.016802225,Meat,346.3,2016,Medium,Cluster 3,Supermarket Type2,5942.27
2065,FDN15,BABATUNJI019,FDN15_BABATUNJI019,12.909,Low Sugar,0.029299175,Meat,350.8,1992,Small,Cluster 1,Grocery Store,349.55
2066,FDN15,BABATUNJI045,FDN15_BABATUNJI045,17.5,Low Sugar,0.016767995,Meat,353.55,2009,Medium,Cluster 2,Supermarket Type1,4893.63
2067,FDN15,BABATUNJI049,FDN15_BABATUNJI049,17.5,Low Sugar,0.016760075,Meat,354.05,2006,Medium,Cluster 1,Supermarket Type1,5243.18
2068,FDN16,BABATUNJI013,FDN16_BABATUNJI013,12.6,Normal Sugar,0.06264811099999999,Frozen Foods,262.25,1994,High,Cluster 3,Supermarket Type1,4901.95
2069,FDN16,BABATUNJI046,FDN16_BABATUNJI046,12.6,Normal Sugar,0.062700289,Frozen Foods,255.5,2004,Small,Cluster 1,Supermarket Type1,4901.95
2070,FDN16,BABATUNJI049,FDN16_BABATUNJI049,12.6,Normal Sugar,0.062797771,Frozen Foods,260.0,2006,Medium,Cluster 1,Supermarket Type1,2063.98
2071,FDN20,BABATUNJI017,FDN20_BABATUNJI017,19.35,Low Sugar,0.026329988999999998,Fruits and Vegetables,423.12,2014,Medium,Cluster 2,Supermarket Type1,9264.61
2072,FDN20,BABATUNJI027,FDN20_BABATUNJI027,12.909,Low Sugar,0.026055106,Fruits and Vegetables,423.87,1992,Medium,Cluster 3,Supermarket Type3,10527.96
2073,FDN20,BABATUNJI046,FDN20_BABATUNJI046,19.35,Low Sugar,0.026181892999999998,Fruits and Vegetables,417.62,2004,Small,Cluster 1,Supermarket Type1,5895.66
2074,FDN21,BABATUNJI013,FDN21_BABATUNJI013,18.6,Low Sugar,0.07679167099999999,Snack Foods,402.56,1994,High,Cluster 3,Supermarket Type1,9264.61
2075,FDN21,BABATUNJI018,FDN21_BABATUNJI018,18.6,Low Sugar,0.077168705,Snack Foods,401.56,2016,Medium,Cluster 3,Supermarket Type2,4028.09
2076,FDN21,BABATUNJI019,FDN21_BABATUNJI019,12.909,Low Sugar,0.134564284,Snack Foods,399.56,1992,Small,Cluster 1,Grocery Store,805.62
2077,FDN21,BABATUNJI027,FDN21_BABATUNJI027,12.909,Ultra Low Sugar,0.076483451,Snack Foods,407.81,1992,Medium,Cluster 3,Supermarket Type3,6042.14
2078,FDN21,BABATUNJI035,FDN21_BABATUNJI035,18.6,Low Sugar,0.076841095,Snack Foods,405.56,2011,Small,Cluster 2,Supermarket Type1,7250.56
2079,FDN21,BABATUNJI046,FDN21_BABATUNJI046,18.6,Low Sugar,0.076855628,Snack Foods,402.56,2004,Small,Cluster 1,Supermarket Type1,1208.43
2080,FDN21,BABATUNJI049,FDN21_BABATUNJI049,18.6,Low Sugar,0.076975118,Snack Foods,404.56,2006,Medium,Cluster 1,Supermarket Type1,4028.09
2081,FDN22,BABATUNJI017,FDN22_BABATUNJI017,18.85,Normal Sugar,0.13908768300000002,Snack Foods,629.43,2014,Medium,Cluster 2,Supermarket Type1,7550.17
2082,FDN22,BABATUNJI045,FDN22_BABATUNJI045,18.85,Normal Sugar,0.138585859,Snack Foods,631.18,2009,Medium,Cluster 2,Supermarket Type1,8179.35
2083,FDN23,BABATUNJI013,FDN23_BABATUNJI013,6.575,Normal Sugar,0.075444922,Breads,365.11,1994,High,Cluster 3,Supermarket Type1,6531.5
2084,FDN23,BABATUNJI027,FDN23_BABATUNJI027,12.909,Normal Sugar,0.075142108,Breads,364.61,1992,Medium,Cluster 3,Supermarket Type3,9434.39
2085,FDN23,BABATUNJI035,FDN23_BABATUNJI035,6.575,Normal Sugar,0.07549348,Breads,358.86,2011,Small,Cluster 2,Supermarket Type1,8345.8
2086,FDN23,BABATUNJI045,FDN23_BABATUNJI045,6.575,Normal Sugar,0.07566089,Breads,363.61,2009,Medium,Cluster 2,Supermarket Type1,6531.5
2087,FDN23,BABATUNJI046,FDN23_BABATUNJI046,6.575,Normal Sugar,0.075507758,Breads,366.11,2004,Small,Cluster 1,Supermarket Type1,3991.47
2088,FDN23,BABATUNJI049,FDN23_BABATUNJI049,6.575,Normal Sugar,0.075625152,Breads,364.36,2006,Medium,Cluster 1,Supermarket Type1,7982.94
2089,FDN25,BABATUNJI013,FDN25_BABATUNJI013,7.895,Normal Sugar,0.061124625999999994,Breakfast,146.4,1994,High,Cluster 3,Supermarket Type1,429.44
2090,FDN27,BABATUNJI018,FDN27_BABATUNJI018,20.85,Low Sugar,0.0,Meat,287.95,2016,Medium,Cluster 3,Supermarket Type2,2636.57
2091,FDN27,BABATUNJI049,FDN27_BABATUNJI049,20.85,Low Sugar,0.039624006,Meat,293.2,2006,Medium,Cluster 1,Supermarket Type1,3808.38
2092,FDN28,BABATUNJI046,FDN28_BABATUNJI046,5.88,Normal Sugar,0.030247903,Frozen Foods,253.5,2004,Small,Cluster 1,Supermarket Type1,5159.95
2093,FDN28,BABATUNJI049,FDN28_BABATUNJI049,5.88,Normal Sugar,0.030294931,Frozen Foods,260.25,2006,Medium,Cluster 1,Supermarket Type1,1031.99
2094,FDN31,BABATUNJI045,FDN31_BABATUNJI045,11.5,Low Sugar,0.073029341,Fruits and Vegetables,469.88,2009,Medium,Cluster 2,Supermarket Type1,6641.36
2095,FDN31,BABATUNJI046,FDN31_BABATUNJI046,11.5,Low Sugar,0.072881535,Fruits and Vegetables,478.38,2004,Small,Cluster 1,Supermarket Type1,5692.59
2096,FDN31,BABATUNJI049,FDN31_BABATUNJI049,11.5,Low Sugar,0.072994847,Fruits and Vegetables,473.13,2006,Medium,Cluster 1,Supermarket Type1,3320.68
2097,FDN32,BABATUNJI018,FDN32_BABATUNJI018,17.5,Low Sugar,0.015623753999999998,Fruits and Vegetables,456.57,2016,Medium,Cluster 3,Supermarket Type2,7838.13
2098,FDN32,BABATUNJI027,FDN32_BABATUNJI027,12.909,Low Sugar,0.015485016,Fruits and Vegetables,464.07,1992,Medium,Cluster 3,Supermarket Type3,12448.8
2099,FDN32,BABATUNJI035,FDN32_BABATUNJI035,17.5,Low Sugar,0.015557426000000001,Fruits and Vegetables,461.82,2011,Small,Cluster 2,Supermarket Type1,5532.8
2100,FDN32,BABATUNJI045,FDN32_BABATUNJI045,17.5,Low Sugar,0.015591925,Fruits and Vegetables,462.07,2009,Medium,Cluster 2,Supermarket Type1,6916.0
2101,FDN32,BABATUNJI049,FDN32_BABATUNJI049,17.5,Low Sugar,0.01558456,Fruits and Vegetables,462.82,2006,Medium,Cluster 1,Supermarket Type1,11987.73
2102,FDN33,BABATUNJI013,FDN33_BABATUNJI013,6.305,Normal Sugar,0.12301331,Snack Foods,233.11,1994,High,Cluster 3,Supermarket Type1,5199.9
2103,FDN33,BABATUNJI046,FDN33_BABATUNJI046,6.305,Normal Sugar,0.123115764,Snack Foods,239.11,2004,Small,Cluster 1,Supermarket Type1,1654.51
2104,FDN33,BABATUNJI049,FDN33_BABATUNJI049,6.305,Normal Sugar,0.12330717699999999,Snack Foods,233.86,2006,Medium,Cluster 1,Supermarket Type1,709.08
2105,FDN34,BABATUNJI017,FDN34_BABATUNJI017,15.6,Normal Sugar,0.046023105,Snack Foods,423.03,2014,Medium,Cluster 2,Supermarket Type1,6341.75
2106,FDN34,BABATUNJI019,FDN34_BABATUNJI019,12.909,Normal Sugar,0.080127283,Snack Foods,421.78,1992,Small,Cluster 1,Grocery Store,845.57
2107,FDN34,BABATUNJI027,FDN34_BABATUNJI027,12.909,Normal Sugar,0.045542627999999995,Snack Foods,426.78,1992,Medium,Cluster 3,Supermarket Type3,12260.71
2108,FDN34,BABATUNJI035,FDN34_BABATUNJI035,15.6,Normal Sugar,0.04575559,Snack Foods,417.78,2011,Small,Cluster 2,Supermarket Type1,7187.31
2109,FDN34,BABATUNJI049,FDN34_BABATUNJI049,15.6,Normal Sugar,0.045835395,Snack Foods,420.53,2006,Medium,Cluster 1,Supermarket Type1,5918.96
2110,FDN38,BABATUNJI019,FDN38_BABATUNJI019,12.909,Normal Sugar,0.161030847,Canned,628.1,1992,Small,Cluster 1,Grocery Store,2503.41
2111,FDN38,BABATUNJI035,FDN38_BABATUNJI035,6.615,Normal Sugar,0.091954465,Canned,626.6,2011,Small,Cluster 2,Supermarket Type1,11891.19
2112,FDN38,BABATUNJI045,FDN38_BABATUNJI045,6.615,Normal Sugar,0.09215837699999999,Canned,627.85,2009,Medium,Cluster 2,Supermarket Type1,8136.08
2113,FDN39,BABATUNJI010,FDN39_BABATUNJI010,19.35,Normal Sugar,0.10966769800000001,Meat,415.2,2005,Medium,Cluster 3,Grocery Store,1677.82
2114,FDN39,BABATUNJI017,FDN39_BABATUNJI017,19.35,Normal Sugar,0.06589099799999999,Meat,417.7,2014,Medium,Cluster 2,Supermarket Type1,3775.09
2115,FDN39,BABATUNJI027,FDN39_BABATUNJI027,12.909,Normal Sugar,0.065203103,Meat,415.2,1992,Medium,Cluster 3,Supermarket Type3,12583.62
2116,FDN39,BABATUNJI035,FDN39_BABATUNJI035,19.35,Normal Sugar,0.065507999,Meat,422.45,2011,Small,Cluster 2,Supermarket Type1,7130.72
2117,FDN39,BABATUNJI046,FDN39_BABATUNJI046,19.35,Normal Sugar,0.065520388,Meat,420.95,2004,Small,Cluster 1,Supermarket Type1,3355.63
2118,FDN40,BABATUNJI013,FDN40_BABATUNJI013,5.88,Low Sugar,0.08638484099999999,Frozen Foods,383.25,1994,High,Cluster 3,Supermarket Type1,5382.99
2119,FDN40,BABATUNJI017,FDN40_BABATUNJI017,5.88,Low Sugar,0.086945823,Frozen Foods,382.5,2014,Medium,Cluster 2,Supermarket Type1,9227.99
2120,FDN40,BABATUNJI035,FDN40_BABATUNJI035,5.88,Low Sugar,0.08644044,Frozen Foods,388.5,2011,Small,Cluster 2,Supermarket Type1,5382.99
2121,FDN40,BABATUNJI046,FDN40_BABATUNJI046,5.88,Low Sugar,0.0,Frozen Foods,385.75,2004,Small,Cluster 1,Supermarket Type1,4998.49
2122,FDN44,BABATUNJI017,FDN44_BABATUNJI017,13.15,Ultra Low Sugar,0.022924552,Fruits and Vegetables,394.73,2014,Medium,Cluster 2,Supermarket Type1,4793.76
2123,FDN44,BABATUNJI027,FDN44_BABATUNJI027,12.909,Low Sugar,0.022685222,Fruits and Vegetables,403.98,1992,Medium,Cluster 3,Supermarket Type3,10785.96
2124,FDN44,BABATUNJI046,FDN44_BABATUNJI046,13.15,Low Sugar,0.022795611,Fruits and Vegetables,400.48,2004,Small,Cluster 1,Supermarket Type1,3994.8
2125,FDN44,BABATUNJI049,FDN44_BABATUNJI049,13.15,Low Sugar,0.022831052,Fruits and Vegetables,400.73,2006,Medium,Cluster 1,Supermarket Type1,11984.4
2126,FDN45,BABATUNJI027,FDN45_BABATUNJI027,12.909,Low Sugar,0.11753085099999999,Snack Foods,556.77,1992,Medium,Cluster 3,Supermarket Type3,10066.9
2127,FDN45,BABATUNJI035,FDN45_BABATUNJI035,19.35,Low Sugar,0.118080437,Snack Foods,556.52,2011,Small,Cluster 2,Supermarket Type1,15100.34
2128,FDN45,BABATUNJI045,FDN45_BABATUNJI045,19.35,Low Sugar,0.118342285,Snack Foods,556.52,2009,Medium,Cluster 2,Supermarket Type1,4474.18
2129,FDN46,BABATUNJI013,FDN46_BABATUNJI013,7.21,Normal Sugar,0.144511119,Snack Foods,251.33,1994,High,Cluster 3,Supermarket Type1,6151.99
2130,FDN46,BABATUNJI018,FDN46_BABATUNJI018,7.21,Normal Sugar,0.145220646,Snack Foods,257.83,2016,Medium,Cluster 3,Supermarket Type2,4613.99
2131,FDN46,BABATUNJI049,FDN46_BABATUNJI049,7.21,Normal Sugar,0.144856342,Snack Foods,251.33,2006,Medium,Cluster 1,Supermarket Type1,2819.66
2132,FDN49,BABATUNJI010,FDN49_BABATUNJI010,17.25,Normal Sugar,0.209600084,Breakfast,100.87,2005,Medium,Cluster 3,Grocery Store,99.87
2133,FDN50,BABATUNJI049,FDN50_BABATUNJI049,16.85,Normal Sugar,0.026561057000000002,Canned,234.28,2006,Medium,Cluster 1,Supermarket Type1,1165.15
2134,FDN51,BABATUNJI017,FDN51_BABATUNJI017,17.85,Normal Sugar,0.021065311,Meat,653.98,2014,Medium,Cluster 2,Supermarket Type1,15007.13
2135,FDN51,BABATUNJI035,FDN51_BABATUNJI035,17.85,Normal Sugar,0.020942867,Meat,650.73,2011,Small,Cluster 2,Supermarket Type1,10439.74
2136,FDN51,BABATUNJI045,FDN51_BABATUNJI045,17.85,Normal Sugar,0.020989307999999998,Meat,651.98,2009,Medium,Cluster 2,Supermarket Type1,11744.71
2137,FDN56,BABATUNJI013,FDN56_BABATUNJI013,5.46,Normal Sugar,0.106968096,Fruits and Vegetables,356.7,1994,High,Cluster 3,Supermarket Type1,5779.14
2138,FDN56,BABATUNJI017,FDN56_BABATUNJI017,5.46,Normal Sugar,0.107662745,Fruits and Vegetables,359.7,2014,Medium,Cluster 2,Supermarket Type1,10835.9
2139,FDN56,BABATUNJI019,FDN56_BABATUNJI019,12.909,Normal Sugar,0.18744331399999997,Fruits and Vegetables,364.7,1992,Small,Cluster 1,Grocery Store,722.39
2140,FDN56,BABATUNJI027,FDN56_BABATUNJI027,12.909,Normal Sugar,0.106538757,Fruits and Vegetables,363.7,1992,Medium,Cluster 3,Supermarket Type3,14447.86
2141,FDN56,BABATUNJI035,FDN56_BABATUNJI035,5.46,Normal Sugar,0.10703694300000001,Fruits and Vegetables,360.7,2011,Small,Cluster 2,Supermarket Type1,722.39
2142,FDN56,BABATUNJI045,FDN56_BABATUNJI045,5.46,Normal Sugar,0.107274301,Fruits and Vegetables,363.95,2009,Medium,Cluster 2,Supermarket Type1,9752.31
2143,FDN56,BABATUNJI046,FDN56_BABATUNJI046,5.46,Normal Sugar,0.107057186,Fruits and Vegetables,362.45,2004,Small,Cluster 1,Supermarket Type1,5056.75
2144,FDN56,BABATUNJI049,FDN56_BABATUNJI049,5.46,Normal Sugar,0.107223632,Fruits and Vegetables,362.2,2006,Medium,Cluster 1,Supermarket Type1,8307.52
2145,FDN57,BABATUNJI018,FDN57_BABATUNJI018,18.25,Low Sugar,0.054455125,Snack Foods,355.04,2016,Medium,Cluster 3,Supermarket Type2,2127.23
2146,FDN57,BABATUNJI019,FDN57_BABATUNJI019,12.909,Low Sugar,0.094957079,Snack Foods,358.79,1992,Small,Cluster 1,Grocery Store,1418.15
2147,FDN57,BABATUNJI035,FDN57_BABATUNJI035,18.25,Low Sugar,0.054223942000000004,Snack Foods,355.04,2011,Small,Cluster 2,Supermarket Type1,5318.08
2148,FDN57,BABATUNJI045,FDN57_BABATUNJI045,18.25,Low Sugar,0.054344185999999996,Snack Foods,350.54,2009,Medium,Cluster 2,Supermarket Type1,4254.46
2149,FDN57,BABATUNJI046,FDN57_BABATUNJI046,18.25,Low Sugar,0.054234197000000005,Snack Foods,355.04,2004,Small,Cluster 1,Supermarket Type1,5672.62
2150,FDN57,BABATUNJI049,FDN57_BABATUNJI049,18.25,Low Sugar,0.054318517000000004,Snack Foods,352.29,2006,Medium,Cluster 1,Supermarket Type1,15954.23
2151,FDN58,BABATUNJI027,FDN58_BABATUNJI027,12.909,Normal Sugar,0.056596985,Snack Foods,577.5,1992,Medium,Cluster 3,Supermarket Type3,23169.84
2152,FDN58,BABATUNJI035,FDN58_BABATUNJI035,13.8,Normal Sugar,0.056861638,Snack Foods,579.0,2011,Small,Cluster 2,Supermarket Type1,17956.63
2153,FDN60,BABATUNJI017,FDN60_BABATUNJI017,15.1,Low Sugar,0.09569633400000001,Baking Goods,399.4,2014,Medium,Cluster 2,Supermarket Type1,6734.57
2154,FDN60,BABATUNJI018,FDN60_BABATUNJI018,15.1,Low Sugar,0.095545715,Baking Goods,393.4,2016,Medium,Cluster 3,Supermarket Type2,11092.23
2155,FDN60,BABATUNJI019,FDN60_BABATUNJI019,12.909,Low Sugar,0.16660951699999998,Baking Goods,394.15,1992,Small,Cluster 1,Grocery Store,792.3
2156,FDN60,BABATUNJI027,FDN60_BABATUNJI027,12.909,Low Sugar,0.094697274,Baking Goods,396.15,1992,Medium,Cluster 3,Supermarket Type3,10696.08
2157,FDN60,BABATUNJI035,FDN60_BABATUNJI035,15.1,Low Sugar,0.09514008800000001,Baking Goods,399.9,2011,Small,Cluster 2,Supermarket Type1,7130.72
2158,FDN60,BABATUNJI045,FDN60_BABATUNJI045,15.1,Low Sugar,0.095351065,Baking Goods,396.65,2009,Medium,Cluster 2,Supermarket Type1,6338.42
2159,FDN60,BABATUNJI046,FDN60_BABATUNJI046,15.1,Low Sugar,0.09515808099999999,Baking Goods,398.15,2004,Small,Cluster 1,Supermarket Type1,7130.72
2160,FDO01,BABATUNJI018,FDO01_BABATUNJI018,21.1,Normal Sugar,0.020803053999999998,Breakfast,324.5,2016,Medium,Cluster 3,Supermarket Type2,3212.49
2161,FDO01,BABATUNJI046,FDO01_BABATUNJI046,21.1,Normal Sugar,0.020718655,Breakfast,326.25,2004,Small,Cluster 1,Supermarket Type1,5461.22
2162,FDO01,BABATUNJI049,FDO01_BABATUNJI049,21.1,Normal Sugar,0.020750867,Breakfast,322.0,2006,Medium,Cluster 1,Supermarket Type1,4818.73
2163,FDO03,BABATUNJI019,FDO03_BABATUNJI019,12.909,Normal Sugar,0.064577332,Meat,576.34,1992,Small,Cluster 1,Grocery Store,1717.76
2164,FDO03,BABATUNJI027,FDO03_BABATUNJI027,12.909,Normal Sugar,0.03670437,Meat,570.34,1992,Medium,Cluster 3,Supermarket Type3,23476.11
2165,FDO03,BABATUNJI045,FDO03_BABATUNJI045,10.395,Normal Sugar,0.036957777000000004,Meat,576.34,2009,Medium,Cluster 2,Supermarket Type1,11451.76
2166,FDO08,BABATUNJI010,FDO08_BABATUNJI010,11.1,Normal Sugar,0.09000896300000001,Fruits and Vegetables,410.13,2005,Medium,Cluster 3,Grocery Store,411.13
2167,FDO08,BABATUNJI013,FDO08_BABATUNJI013,11.1,Normal Sugar,0.05373063,Fruits and Vegetables,412.88,1994,High,Cluster 3,Supermarket Type1,3700.18
2168,FDO08,BABATUNJI017,FDO08_BABATUNJI017,11.1,Normal Sugar,0.054079555999999994,Fruits and Vegetables,414.88,2014,Medium,Cluster 2,Supermarket Type1,6578.1
2169,FDO08,BABATUNJI018,FDO08_BABATUNJI018,11.1,Normal Sugar,0.0,Fruits and Vegetables,413.88,2016,Medium,Cluster 3,Supermarket Type2,4933.58
2170,FDO08,BABATUNJI019,FDO08_BABATUNJI019,12.909,Normal Sugar,0.09415375,Fruits and Vegetables,414.38,1992,Small,Cluster 1,Grocery Store,1644.53
2171,FDO08,BABATUNJI035,FDO08_BABATUNJI035,11.1,Normal Sugar,0.053765212,Fruits and Vegetables,407.88,2011,Small,Cluster 2,Supermarket Type1,4522.45
2172,FDO09,BABATUNJI019,FDO09_BABATUNJI019,12.909,Normal Sugar,0.0,Snack Foods,657.23,1992,Small,Cluster 1,Grocery Store,1972.43
2173,FDO09,BABATUNJI027,FDO09_BABATUNJI027,12.909,Normal Sugar,0.124668026,Snack Foods,652.73,1992,Medium,Cluster 3,Supermarket Type3,13807.03
2174,FDO10,BABATUNJI010,FDO10_BABATUNJI010,13.65,Normal Sugar,0.021343732,Snack Foods,145.9,2005,Medium,Cluster 3,Grocery Store,286.29
2175,FDO10,BABATUNJI013,FDO10_BABATUNJI013,13.65,Normal Sugar,0.012741088999999999,Snack Foods,144.15,1994,High,Cluster 3,Supermarket Type1,858.88
2176,FDO11,BABATUNJI027,FDO11_BABATUNJI027,12.909,Normal Sugar,0.030118337999999998,Breads,622.02,1992,Medium,Cluster 3,Supermarket Type3,8715.32
2177,FDO12,BABATUNJI017,FDO12_BABATUNJI017,15.75,Low Sugar,0.055241242,Baking Goods,491.36,2014,Medium,Cluster 2,Supermarket Type1,7829.81
2178,FDO12,BABATUNJI018,FDO12_BABATUNJI018,15.75,Low Sugar,0.055154296,Baking Goods,488.86,2016,Medium,Cluster 3,Supermarket Type2,2936.18
2179,FDO12,BABATUNJI035,FDO12_BABATUNJI035,15.75,Low Sugar,0.054920145999999996,Baking Goods,489.61,2011,Small,Cluster 2,Supermarket Type1,12234.08
2180,FDO12,BABATUNJI049,FDO12_BABATUNJI049,15.75,Low Sugar,0.055015935,Baking Goods,485.86,2006,Medium,Cluster 1,Supermarket Type1,6851.08
2181,FDO13,BABATUNJI013,FDO13_BABATUNJI013,7.865,Low Sugar,0.06100886,Breakfast,415.13,1994,High,Cluster 3,Supermarket Type1,9044.89
2182,FDO13,BABATUNJI017,FDO13_BABATUNJI017,7.865,Low Sugar,0.061405050999999995,Breakfast,415.88,2014,Medium,Cluster 2,Supermarket Type1,4933.58
2183,FDO13,BABATUNJI019,FDO13_BABATUNJI019,12.909,Low Sugar,0.106907604,Breakfast,407.13,1992,Small,Cluster 1,Grocery Store,1233.39
2184,FDO13,BABATUNJI045,FDO13_BABATUNJI045,7.865,Low Sugar,0.061183503,Breakfast,411.38,2009,Medium,Cluster 2,Supermarket Type1,4111.32
2185,FDO13,BABATUNJI049,FDO13_BABATUNJI049,7.865,Low Sugar,0.061154604,Breakfast,413.38,2006,Medium,Cluster 1,Supermarket Type1,2877.92
2186,FDO16,BABATUNJI010,FDO16_BABATUNJI010,5.48,Low Sugar,0.02528802,Frozen Foods,208.31,2005,Medium,Cluster 3,Grocery Store,1040.31
2187,FDO19,BABATUNJI010,FDO19_BABATUNJI010,17.7,Normal Sugar,0.027779381000000002,Fruits and Vegetables,125.26,2005,Medium,Cluster 3,Grocery Store,243.02
2188,FDO19,BABATUNJI013,FDO19_BABATUNJI013,17.7,Normal Sugar,0.016582833,Fruits and Vegetables,126.26,1994,High,Cluster 3,Supermarket Type1,3645.26
